Payments to suppliers over £500 - March 2020,,,,,,,,,
,,,,,,,,,
Body Name,Service Label,Cost Centre,Expenditure Category,Nominal,NominalDesc,Accounting Date,System Reference,Line Amount SUM,Vendor Name
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,06/03/2020,7937,845.73,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,06/03/2020,7938,506.18,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,06/03/2020,7941,507.79,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,06/03/2020,7945,904,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,06/03/2020,7946,653.48,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7745,661.46,REDACTED PERSONAL DATA
Norwich City Council,HRA Repairs,730020,Structural Repairs,2136,Structural Repairs            ,06/03/2020,7583,855.66,CONISBEE                                
Norwich City Council,NPS Joint Venture,640210,Other Contractual Services,2849,Other Contractual Services    ,06/03/2020,6444,"1,277.33",NPS NORWICH LTD                         
Norwich City Council,NPS Joint Venture,640210,Professional Advice/Fees,2850,Professional Advice/Fees      ,06/03/2020,6931,"248,331.17",NPS NORWICH LTD                         
Norwich City Council,HRA Capital Expenditure,983000,Heating & Boilers - Communal,5130, Heating/Boilers Communal     ,06/03/2020,7932,"3,767.63",NPS NORWICH LTD                         
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7747,654.97,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7748,590.12,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Salary sacrifice scheme,7223,Salary sacrifice scheme       ,06/03/2020,6979,619.17,CYCLESCHEME LTD                         
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7751,586.02,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7752,507.73,REDACTED PERSONAL DATA
Norwich City Council,Council Tax Admin,515020,Agency Staff,2050,Agency Staff                  ,06/03/2020,7591,"4,245.45",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council, IT Services,321020,IT Services - Contract Charge,2843,IT Services - Contract Charge ,06/03/2020,7537,"2,564.70",IN-TEND LIMITED                         
Norwich City Council,HRA Capital Expenditure,983000,Disabled Adaptations,5190, Disabled Adaptations         ,06/03/2020,6944,"2,095.00",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,HRA Capital Expenditure,983000,Disabled Adaptations,5190, Disabled Adaptations         ,06/03/2020,6945,"2,470.00",NORWICH NORSE (BUILDING) LTD            
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,06/03/2020,7587,"4,600.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,06/03/2020,7660,"4,270.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,06/03/2020,7661,"1,995.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,06/03/2020,7662,"1,995.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,06/03/2020,7663,"2,295.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,06/03/2020,7663,"2,295.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7753,627.56,REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,06/03/2020,7930,"4,697.35",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,HRA Repairs,730020,Stairlift repair/servicing,2109,Stairlift repair/servicing    ,06/03/2020,7838,650.38,NORWICH NORSE (BUILDING) LTD            
Norwich City Council,Estates Management,721020,Contribution to Fly Tipping,2238,Contribution to Fly Tipping   ,06/03/2020,6152,"3,737.65",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Arboricultural services,421010,Other Contractual Services,2849,Other Contractual Services    ,06/03/2020,6760,"2,217.60",A T COOMBES ASSOCIATES LTD              
Norwich City Council,Environmental Services,431050,Shared Services Norse (NNE),2251,Shared Services Norse (NNE)   ,06/03/2020,7734,"55,352.19",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Environmental Services,431050,Shared Services Norse (NNE),2251,Shared Services Norse (NNE)   ,06/03/2020,7734,"457,565.25",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Estates Management,721020,Window Cleaning,2205,Window Cleaning               ,06/03/2020,7734,"2,439.76",NORWICH NORSE (ENVIRONMENTAL) LTD       
Norwich City Council,Livestock Markets - Group,110000,Rents General,2270,Rents General                 ,06/03/2020,7934,"26,649.00",DACRE PROPERTY HOLDINGS LTD             
Norwich City Council,Livestock Markets - Group,110000,Rents General,2270,Rents General                 ,06/03/2020,7935,"24,586.00",DACRE PROPERTY HOLDINGS LTD             
Norwich City Council,Livestock Markets - Group,110000,Rents General,2270,Rents General                 ,06/03/2020,7936,"27,516.00",DACRE PROPERTY HOLDINGS LTD             
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7755,577.55,REDACTED PERSONAL DATA
Norwich City Council,District Heating,721040,Fuel Oil,2215,Fuel Oil                      ,06/03/2020,7035,"3,927.57",RIX PETROLEUM LTD                       
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7759,566.83,REDACTED PERSONAL DATA
Norwich City Council,Multi-Storey Car Parks,643040,Car Parks Fees,1051,Car Parks Fees                ,06/03/2020,8712,"2,941.98",CREDITCALL LIMITED                      
Norwich City Council, IT Services,321020,Telephones General,2615,Telephones General            ,06/03/2020,7578,"14,771.00",UPDATA INFRASTRUCTURE UK LTD            
Norwich City Council,Markets,100000,General Repairs & Mtce,2103,General Repairs & Mtce        ,06/03/2020,7605,"1,850.00",BLACHERE ILLUMINATION UK LTD            
Norwich City Council,Markets,100000,General Repairs & Mtce,2103,General Repairs & Mtce        ,06/03/2020,7605,"1,881.40",BLACHERE ILLUMINATION UK LTD            
Norwich City Council,Markets,100000,General Repairs & Mtce,2103,General Repairs & Mtce        ,06/03/2020,7605,"1,206.00",BLACHERE ILLUMINATION UK LTD            
Norwich City Council,Markets,100000,General Repairs & Mtce,2103,General Repairs & Mtce        ,06/03/2020,7605,750.6,BLACHERE ILLUMINATION UK LTD            
Norwich City Council,Conservation Design&Landscape,620050,Agency Staff,2050,Agency Staff                  ,06/03/2020,7069,"1,323.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council, IT Services,321020,IT Services - Contract Charge,2843,IT Services - Contract Charge ,06/03/2020,770,"2,500.00",SKYGUARD LTD                            
Norwich City Council,Open Spaces,160000,Spec Works CW srvcs exN100 ,2100,Spec Works CW srvcs exN100    ,06/03/2020,7636,845,EASTERN PLAY SERVICES LTD               
Norwich City Council,Open Spaces,160000,Spec Works CW srvcs exN100 ,2100,Spec Works CW srvcs exN100    ,06/03/2020,7636,845,EASTERN PLAY SERVICES LTD               
Norwich City Council,HRA Capital Expenditure,983000,Heating & Boilers - Communal,5130, Heating/Boilers Communal     ,06/03/2020,7871,"23,572.26",DODD GROUP (MIDLANDS) LIMITED           
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,06/03/2020,6997,"41,821.00",NORTHGATE PUBLIC SERVICES (UK) LTD      
Norwich City Council,Fit for the Future,321070,Agency Staff,2050,Agency Staff                  ,06/03/2020,7592,"1,815.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Balance Sheet,999999,s106 - Playspace Mtce,8104,s106 - Playspace Mtce         ,06/03/2020,6182,"1,080.00",FOX JOINERY LIMITED                     
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,06/03/2020,7913,"49,305.86",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,06/03/2020,7913,"49,305.86",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,06/03/2020,7913,"5,500.00",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,HRA Capital Expenditure,983000,Structural,5181, Structural                   ,06/03/2020,7913,"5,500.00",BAWBURGH INSTALLATIONS LTD              
Norwich City Council,Council Elections,520030,DPP Printing Costs,2802,DPP Printing Costs            ,06/03/2020,7528,"5,248.44",CIVICA ELECTION SERVICES                
Norwich City Council,Electoral Registration,520015,Stationery,2711,Stationery                    ,06/03/2020,7630,574,CIVICA ELECTION SERVICES                
Norwich City Council,Economic Development Unit,610010,Projects,2832,Projects                      ,06/03/2020,7072,"8,650.00",METRO DYNAMICS LTD                      
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,06/03/2020,6981,"2,575.23",OBJECTIF LUNE LIMITED                   
Norwich City Council,Communications Team,310020,Council Newspaper,2625,Council Newspaper             ,06/03/2020,7626,"7,000.36",GD MEDIA LTD                            
Norwich City Council, IT Services,321020,Shared Services LGSS Internal,3060,Shared Services LGSS Internal ,06/03/2020,6839,"2,200.00",KEYSOFT SOLUTIONS LTD                   
Norwich City Council,Investment Properties,220000,Gas,2218,Gas                           ,06/03/2020,5211,635.99,EASTERN SHIRES PURCHASING ORGANISATION  
Norwich City Council,Investment Properties,220000,Gas,2218,Gas                           ,06/03/2020,7672,802.13,EASTERN SHIRES PURCHASING ORGANISATION  
Norwich City Council,Investment Properties,220000,Gas,2218,Gas                           ,06/03/2020,7673,803.02,EASTERN SHIRES PURCHASING ORGANISATION  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7761,674.43,REDACTED PERSONAL DATA
Norwich City Council,Service Improvement,321040,Agency Staff,2050,Agency Staff                  ,06/03/2020,6983,563.51,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,HRA Capital Expenditure,983000,Doors,5151, Doors                        ,06/03/2020,6995,"17,462.32",ANGLIAN WINDOWS LTD                     
Norwich City Council,Development Management,620060,Professional Advice/Fees,2850,Professional Advice/Fees      ,06/03/2020,7584,"1,419.30",VALUATION OFFICE AGENCY                 
Norwich City Council,General HRA Premises,740010,Tenants Contents Ins Premiun,2257,Tenants Contents Ins Premiun  ,06/03/2020,7010,"5,417.36",AON UK LTD                              
Norwich City Council,General HRA Premises,740010,Tenants Contents Ins Premiun,2257,Tenants Contents Ins Premiun  ,06/03/2020,7010,"1,637.81",AON UK LTD                              
Norwich City Council,General HRA Premises,740010,Tenants Contents Ins Premiun,2257,Tenants Contents Ins Premiun  ,06/03/2020,7940,"4,361.09",AON UK LTD                              
Norwich City Council,General HRA Premises,740010,Tenants Contents Ins Premiun,2257,Tenants Contents Ins Premiun  ,06/03/2020,7940,"1,318.47",AON UK LTD                              
Norwich City Council,Markets,100000,Trade Waste,2237,Trade Waste                   ,06/03/2020,6184,"2,989.00",M W WHITE LTD                           
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/03/2020,7685,"1,266.15",REDACTED PERSONAL DATA
Norwich City Council,Chief Executive,301020,Staff Conference & Course Fees,2684,Staff Conference & Course Fees,06/03/2020,7659,554,ASSOCIATION OF ELECTORAL ADMINISTRATORS 
Norwich City Council,Highways Agency - Maintenance,630100,Hired Plant / Transport,2410,Hired Plant / Transport       ,06/03/2020,4327,"2,200.82",AUTOMOTIVE LEASING LTD                  
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,06/03/2020,7911,"5,689.75",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,GF Capital Expenditure,981000,Exp on Loans/Financial Asstnce,5600,Exp on Loans/Financial Asstnce,06/03/2020,7911,"5,689.75",RYDER BUILDING & ROOFING SPECIALISTS    
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7763,640.24,REDACTED PERSONAL DATA
Norwich City Council,Economic Development Unit,610010,Projects,2832,Projects                      ,06/03/2020,7535,950,NORFOLK CHAMBER OF COMMERCE & INDUSTRY  
Norwich City Council,Debt Management Expenses,511010,Purchase / Debit Card Charges,2830,Purchase / Debit Card Charges ,06/03/2020,8611,"58,680.31",HSBC PLC                                
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/03/2020,7802,576,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/03/2020,7805,512,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/03/2020,7808,540,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/03/2020,7809,920,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/03/2020,7812,930,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/03/2020,7815,570,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/03/2020,7818,630,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,06/03/2020,7867,896,REDACTED PERSONAL DATA
Norwich City Council,HRA Capital Expenditure,983000,Lift Upgrades,5183, Lift Upgrades                ,06/03/2020,3657,"22,965.60",OTIS LTD                                
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,06/03/2020,7910,"1,133.45",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7764,653.56,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Oracle Data Load Suspense Acc,9650,Oracle Data Load Suspense Acc ,06/03/2020,152,"8,433.34",NORFOLK PENSION FUND                    
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7765,695.67,REDACTED PERSONAL DATA
Norwich City Council,Rough Sleepers,410031,Homelessness,2590,Homelessness                  ,06/03/2020,6288,"1,717.00",NORWICH CENTRAL BAPTIST CHURCH          
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7768,729.05,REDACTED PERSONAL DATA
Norwich City Council,HRA Repairs,730020,Exterior Painting    ,2174,Exterior Painting             ,06/03/2020,7529,"90,504.04",MITIE PROPERTY SERVICES (UK) LTD        
Norwich City Council,External Audit,514015,Audit Fee,2588,Audit Fee                     ,06/03/2020,7029,"25,250.00",ERNST & YOUNG LLP                       
Norwich City Council,Professional Finance,510050,Training Initiatives,2021,Training Initiatives          ,06/03/2020,7084,590,ERNST & YOUNG LLP                       
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7770,576.47,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7771,721.91,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7772,713.34,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7773,733.61,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7774,835.16,REDACTED PERSONAL DATA
Norwich City Council,HRA Capital Expenditure,983000,Kitchens,5121, Kitchens                     ,06/03/2020,7572,"56,403.22",GASWAY SERVICES LTD                     
Norwich City Council,HRA Capital Expenditure,983000,Bathrooms,5122, Bathrooms                    ,06/03/2020,7573,"55,184.35",GASWAY SERVICES LTD                     
Norwich City Council,HRA Capital Expenditure,983000,Bathrooms,5122, Bathrooms                    ,06/03/2020,7573,"42,655.60",GASWAY SERVICES LTD                     
Norwich City Council,Private Sector Leasing Scheme,410040,General Repairs & Mtce,2103,General Repairs & Mtce        ,06/03/2020,7598,863.96,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,General Repairs & Mtce,2103,General Repairs & Mtce        ,06/03/2020,7708,"1,797.27",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7775,661.18,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7776,694.8,REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,06/03/2020,7929,"2,460.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Rough Sleepers,410031,Homelessness,2590,Homelessness                  ,06/03/2020,7861,"10,000.00",THE NR5 PROJECT                         
Norwich City Council,Estates Management,721020,T V Aerial Mtce,2807,T V Aerial Mtce               ,06/03/2020,7840,848.96,STANLEY SECURITY SOLUTIONS              
Norwich City Council,Abate Team,710130,Professional Advice/Fees,2850,Professional Advice/Fees      ,06/03/2020,2190,"2,494.75",CATCH 22                                
Norwich City Council,Abate Team,710130,Professional Advice/Fees,2850,Professional Advice/Fees      ,06/03/2020,2191,"2,400.00",CATCH 22                                
Norwich City Council,HRA Repairs,730020,Out Of Hours calls,2589,Out Of Hours calls            ,06/03/2020,6809,"3,678.67",NORSE COMMERCIAL SERVICES LTD           
Norwich City Council,HRA Capital Expenditure,983000,Disabled Adaptations,5190, Disabled Adaptations         ,06/03/2020,6962,"4,016.25",NORSE COMMERCIAL SERVICES LTD           
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,06/03/2020,6840,"59,599.82",PHOENIX SOFTWARE LTD                    
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,06/03/2020,6841,"152,776.76",PHOENIX SOFTWARE LTD                    
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7779,563.55,REDACTED PERSONAL DATA
Norwich City Council,Professional Finance,510050,Subscriptions,2723,Subscriptions                 ,06/03/2020,7031,"21,941.75",CIPFA BUSINESS LTD                      
Norwich City Council,HRA Capital Expenditure,983000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,06/03/2020,7682,"1,085.00",AVISON YOUNG (GVA GRIMLEY LTD)          
Norwich City Council,HRA Capital Expenditure,983000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,06/03/2020,7683,"1,350.00",AVISON YOUNG (GVA GRIMLEY LTD)          
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7780,512.41,REDACTED PERSONAL DATA
Norwich City Council, IT Services,321020,Shared Services LGSS Internal,3060,Shared Services LGSS Internal ,06/03/2020,5939,"1,309.35",IMPERIAL CIVIL ENFORCEMENT SOLUTIONS    
Norwich City Council,Bus Lane Enforcement,644015,Other Contractual Services,2849,Other Contractual Services    ,06/03/2020,7915,"1,335.00",IMPERIAL CIVIL ENFORCEMENT SOLUTIONS    
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,06/03/2020,7781,602.58,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness Prevention Fund,2837,Homelessness Prevention Fund  ,11/03/2020,8430,"1,200.00",REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,#N/A,9625,AR Refunds control account    ,13/03/2020,8198,"2,000.00",REDACTED PERSONAL DATA
Norwich City Council,Head of City Development,600070,Agency Staff,2050,Agency Staff                  ,13/03/2020,7653,"1,646.40",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Head of City Development,600070,Agency Staff,2050,Agency Staff                  ,13/03/2020,7654,"2,058.00",REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,13/03/2020,8227,700,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness Prevention Fund,2837,Homelessness Prevention Fund  ,13/03/2020,8333,840,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,13/03/2020,7833,"1,290.00",INTEGRATED WATER SERVICES LTD           
Norwich City Council,Balance Sheet,999999,Suspense Acc - NORSE contract,7248,Suspense Acc - NORSE contract ,13/03/2020,7850,"1,125.00",INTEGRATED WATER SERVICES LTD           
Norwich City Council,HRA Repairs,730020,Water Service Testing,2280,Water Service Testing         ,13/03/2020,7851,"2,305.00",INTEGRATED WATER SERVICES LTD           
Norwich City Council,HRA Capital Expenditure,983000,Disabled Adaptations,5190, Disabled Adaptations         ,13/03/2020,5655,"4,230.00",NORSE COMMERCIAL SERVICES LTD           
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8383,520.4,REDACTED PERSONAL DATA
Norwich City Council,HRA Capital Expenditure,983000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,13/03/2020,5759,"3,017.60",CHAPLIN FARRANT LTD                     
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8384,695.96,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8385,717.05,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Pay Sacrifice Recove,8135,Pay Sacrifice Recove          ,13/03/2020,7628,"3,787.85",COMPUTERSHARE VOUCHER SERVICES          
Norwich City Council,HRA Capital Expenditure,983000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,13/03/2020,7835,"2,280.00",AVISON YOUNG (GVA GRIMLEY LTD)          
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8382,576.34,REDACTED PERSONAL DATA
Norwich City Council,Markets,100000,Site Security,2804,Site Security                 ,13/03/2020,1044,"2,600.00",NORSE COMMERCIAL SERVICES LTD           
Norwich City Council,HRA Repairs,730020,Gas Cent Heating Repairs C Wks,2143,Gas Cent Heating Repairs C Wks,13/03/2020,7531,"105,131.69",GASWAY SERVICES LTD                     
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8381,668.07,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,13/03/2020,8380,721.91,REDACTED PERSONAL DATA
Norwich City Council,Economic Development Unit,610010,Projects,2832,Projects                      ,13/03/2020,8236,"1,250.00",THE LIVELY CREW LIMITED                 
Norwich City Council,Policy & Performance,321050,Grants - Special Projects,2725,Grants - Special Projects     ,13/03/2020,8296,"31,614.00",VOLUNTARY NORFOLK                       
Norwich City Council,Private Sector Leasing Scheme,410040,General Repairs & Mtce,2103,General Repairs & Mtce        ,13/03/2020,8261,674.65,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council, IT Services,321020,IT Services - Development Fund,2844,IT Services - Development Fund,13/03/2020,5673,"156,502.36",CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council, IT Services,321020,Shared Services LGSS Internal,3060,Shared Services LGSS Internal ,13/03/2020,7044,"111,027.00",CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council, IT Services,321020,Shared Services LGSS Overheads,3062,Shared Services LGSS Overheads,13/03/2020,7044,"15,280.00",CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council, IT Services,321020,Shared Services LGSS External,3061,Shared Services LGSS External ,13/03/2020,7044,"85,283.00",CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council,Professional Finance,510050,Shared Services LGSS Internal,3060,Shared Services LGSS Internal ,13/03/2020,7044,"97,798.00",CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council,Professional Finance,510050,Shared Services LGSS Overheads,3062,Shared Services LGSS Overheads,13/03/2020,7044,"5,748.00",CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council,Insurance,512010,Shared Services LGSS Internal,3060,Shared Services LGSS Internal ,13/03/2020,7044,"4,714.00",CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council,Internal Audit,514010,Shared Services LGSS Internal,3060,Shared Services LGSS Internal ,13/03/2020,7044,"12,107.00",CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council,Internal Audit,514010,Shared Services LGSS Overheads,3062,Shared Services LGSS Overheads,13/03/2020,7044,788,CAMBRIDGESHIRE COUNTY COUNCIL           
Norwich City Council,HRA Capital Expenditure,983000,Bathrooms,5122, Bathrooms                    ,13/03/2020,7908,"61,633.41",GASWAY SERVICES LTD                     
