Payments to suppliers over £500 - January 2020,,,,,,,,,
,,,,,,,,,
Body Name,Service Label,Cost Centre,Expenditure Category,Nominal,NominalDesc,Accounting Date,System Reference,Line Amount SUM,Vendor Name
Norwich City Council,Multi-Storey Car Parks,643040,Programmed Maint(ES/Prop Grp),2170,Programmed Maint(ES/Prop Grp) ,24/01/2020,4249,521.41,OTIS LTD                                
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5090,525.04,REDACTED PERSONAL DATA
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,10/01/2020,3542,525.21,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5159,527.68,REDACTED PERSONAL DATA
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,17/01/2020,3622,530.95,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5062,531.47,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4699,533.51,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3727,534.09,REDACTED PERSONAL DATA
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,10/01/2020,2795,534.54,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5115,534.76,REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,New Constructn/Convrsn/Renovtn,5100,New Constructn/Convrsn/Renovtn,10/01/2020,3605,535,NORFOLK COUNTY COUNCIL                  
Norwich City Council,Tourist Information,313010,Electricity,2216,Electricity                   ,31/01/2020,4736,535.72,THE FORUM TRUST LIMITED                 
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,31/01/2020,5214,535.75,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3724,538.15,REDACTED PERSONAL DATA
Norwich City Council,Neighbourhood Services,710120,Compensation to Tenants,2687,Compensation to Tenants       ,31/01/2020,5353,541.41,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4019,543.75,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4034,544,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Highways Agency,630040,Street Closure Notices Rechge,2834,Street Closure Notices Rechge ,31/01/2020,3959,544.61,TMP (UK) LTD                            
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4677,544.88,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5110,546.91,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4698,547.63,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5181,547.8,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4339,550,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5093,550.3,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4682,556.77,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5137,556.77,REDACTED PERSONAL DATA
Norwich City Council,Estates Management,721020,T V Aerial Mtce,2807,T V Aerial Mtce               ,31/01/2020,5231,557.04,STANLEY SECURITY SOLUTIONS              
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5094,559.07,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5087,562.38,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4014,562.5,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4022,562.5,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Service Improvement,321040,Agency Staff,2050,Agency Staff                  ,31/01/2020,2494,563.51,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Service Improvement,321040,Agency Staff,2050,Agency Staff                  ,31/01/2020,3550,563.51,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4696,568.05,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3743,569.43,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5161,569.43,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5138,569.43,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5108,569.43,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5136,570.65,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5176,570.65,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5135,570.65,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5058,570.65,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3753,575.15,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5067,575.81,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3762,576.34,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5073,577.51,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3754,577.55,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4701,577.55,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5183,577.55,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5071,577.55,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4041,581.25,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3755,583.62,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3739,583.62,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4692,583.62,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5075,583.62,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5171,584.26,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5057,586.88,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5076,586.88,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5084,586.88,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5086,586.88,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4679,587.72,REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,24/01/2020,4167,587.8,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5128,587.89,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4686,589.16,REDACTED PERSONAL DATA
Norwich City Council,Environmental Strategy,630010,Grants - Special Projects,2725,Grants - Special Projects     ,22/01/2020,4423,590,UNIVERSITY OF EAST ANGLIA               
Norwich City Council,HRA Repairs,730020,Extractor Fans,2127,Extractor Fans                ,29/01/2020,5020,590,B.S.C.                                  
Norwich City Council,Allotments,150000,Water Charges Metered,2285,Water Charges Metered         ,31/01/2020,5323,590.08,ANGLIAN WATER BUSINESS                  
Norwich City Council,GF Capital Expenditure,981000,Exp on Grants,5500,Exp on Grants                 ,24/01/2020,4167,598.22,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Allotments,150000,Water Charges Metered,2285,Water Charges Metered         ,31/01/2020,5307,599.41,ANGLIAN WATER BUSINESS                  
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4037,600,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Learning & Development,530050,Other Training Expenses,2020,Other Training Expenses       ,24/01/2020,4198,600,IMPACT ASSOCIATES LTD                   
Norwich City Council,Council Elections,520030,Rents General,2270,Rents General                 ,31/01/2020,4971,600,HOLY TRINITY CHURCH                     
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,24/01/2020,4767,601.62,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3721,603.09,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5130,603.55,REDACTED PERSONAL DATA
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,24/01/2020,4770,606.24,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5151,607.4,REDACTED PERSONAL DATA
Norwich City Council,City Hall,290000,Programmed Maint(ES/Prop Grp),2170,Programmed Maint(ES/Prop Grp) ,24/01/2020,4249,609.64,OTIS LTD                                
Norwich City Council,On Street Operations,644050,Fixed Furniture/Fittings,2226,Fixed Furniture/Fittings      ,24/01/2020,3962,612,FLOWBIRD SMART CITY UK LTD              
Norwich City Council,On Street Operations,644050,Fixed Furniture/Fittings,2226,Fixed Furniture/Fittings      ,31/01/2020,4719,612,FLOWBIRD SMART CITY UK LTD              
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,24/01/2020,4773,617.73,REDACTED PERSONAL DATA
Norwich City Council,"Norman Centre, Bignold Road",170101,Equip-Repairs/Mtce,2659,Equip-Repairs/Mtce            ,31/01/2020,4239,620,DALES SPORTS SURFACES LTD               
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5124,621.3,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5129,621.3,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5072,621.3,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3738,623.12,REDACTED PERSONAL DATA
Norwich City Council,GF Capital Expenditure,981000,Intangible Fixed Assets,5400,Intangible Fixed Assets       ,10/01/2020,1054,625,ADVANCED BUSINESS SOLUTIONS & SOFTWARE  
Norwich City Council,GF Capital Expenditure,981000,Intangible Fixed Assets,5400,Intangible Fixed Assets       ,10/01/2020,3617,625,ADVANCED BUSINESS SOLUTIONS & SOFTWARE  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5140,627.22,REDACTED PERSONAL DATA
Norwich City Council,Street Cleansing,431020,Litter Bins,2130,Litter Bins                   ,31/01/2020,5040,630.48,D LEMMON GROUNDWORKS                    
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3749,632.7,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4675,632.7,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5100,632.7,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4303,640,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Balance Sheet,999999,Rents Overpayment Refunds,7229,Rents Overpayment Refunds     ,10/01/2020,3696,640.48,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5077,640.53,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4685,645.35,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4689,646.04,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5153,648.49,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5118,650.89,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5127,650.89,REDACTED PERSONAL DATA
Norwich City Council,Open Spaces,160000,Responsve Rprs CW srvcs exR100,2102,Responsve Rprs CW srvcs exR100,24/01/2020,4602,654.29,COOKS BLINDS AND SHUTTERS LTD           
Norwich City Council, IT Services,321020,DPP Printing Costs,2802,DPP Printing Costs            ,24/01/2020,4617,657.6,XEROX (UK) LTD                          
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3758,661.46,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5148,664.33,REDACTED PERSONAL DATA
Norwich City Council,HRA Repairs,730020,Water Mains Renewal 90/91,2162,Water Mains Renewal 90/91     ,10/01/2020,2843,665.62,LANES GROUP PLC                         
Norwich City Council,Neighbourhood Services,710120,Compensation to Tenants,2687,Compensation to Tenants       ,31/01/2020,5354,666.75,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3725,666.92,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5162,666.92,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5083,666.92,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5078,666.92,REDACTED PERSONAL DATA
Norwich City Council,Mail Handling Team,550040,Taxi Contract,2425,Taxi Contract                 ,31/01/2020,4056,667.08,1ST GOLDSTAR TAXIS                      
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3761,668.07,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5092,669.41,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5079,671.01,REDACTED PERSONAL DATA
Norwich City Council,Development Management,620060,Agency Staff,2050,Agency Staff                  ,31/01/2020,4200,672,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Street Cleansing,431020,Litter Bins,2130,Litter Bins                   ,31/01/2020,5038,677.25,D LEMMON GROUNDWORKS                    
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5149,680.9,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5059,680.9,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5154,682.54,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4680,686.38,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5165,692.75,REDACTED PERSONAL DATA
Norwich City Council,Customer Contact Team,550010,Agency Staff,2050,Agency Staff                  ,31/01/2020,2519,694.08,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3764,695.96,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3733,695.96,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5175,695.96,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5104,695.96,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5114,698.22,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3730,700.09,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3737,700.25,REDACTED PERSONAL DATA
Norwich City Council,HRA Repairs,730020,Structural Repairs,2136,Structural Repairs            ,24/01/2020,4153,702,CONISBEE                                
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5179,702.3,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4688,702.95,REDACTED PERSONAL DATA
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4039,704,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Street Cleansing,431020,Other Contractual Services,2849,Other Contractual Services    ,31/01/2020,5037,704.5,NORSTEAD HALL KENNELS                   
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3756,704.83,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3757,708.15,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3759,708.15,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3729,708.62,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5155,708.62,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5105,708.62,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5177,710.06,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3750,713.34,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4690,713.34,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5164,713.34,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5160,713.34,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5174,713.34,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5178,713.34,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5098,713.34,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4691,714.95,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5169,714.95,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3765,717.05,REDACTED PERSONAL DATA
Norwich City Council,Allotments,150000,Water Charges Metered,2285,Water Charges Metered         ,31/01/2020,5321,717.95,ANGLIAN WATER BUSINESS                  
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5180,718.95,REDACTED PERSONAL DATA
Norwich City Council,Open Spaces,160000,Water Charges Metered,2285,Water Charges Metered         ,31/01/2020,5344,719.44,ANGLIAN WATER BUSINESS                  
Norwich City Council,Homelessness,410030,Homelessness,2590,Homelessness                  ,17/01/2020,4038,720,REDACTED COMMERCIAL CONFIDENTIALITY
Norwich City Council,Council Elections,520030,Rents General,2270,Rents General                 ,31/01/2020,4968,720,RECREATION ROAD SPORTS CENTRE           
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3760,721.91,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4694,721.91,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5150,721.91,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5167,721.91,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5097,721.91,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5091,721.91,REDACTED PERSONAL DATA
Norwich City Council,Notice Processing,644020,Adjudication Service,2823,Adjudication Service          ,31/01/2020,4586,722.4,PATROL                                  
Norwich City Council,Culture & Events,314030,Events Costs,2613,Events Costs                  ,24/01/2020,1086,725,DISCREET SECURITY LIMITED               
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,24/01/2020,4697,727.61,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5107,727.61,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5182,727.81,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,31/01/2020,5172,733.12,REDACTED PERSONAL DATA
Norwich City Council,Private Sector Leasing Scheme,410040,Rents General,2270,Rents General                 ,10/01/2020,3726,733.61,REDACTED PERSONAL DATA
